RecipeID,Name,TimeRequired,Instructions,Portions,Cuisine,DishID
263,Curry Chicken,30,"Season wings to taste, using curry powder generously., Cut potatoes into bite size cubes., Saute chicken wings, onion, green pepper and potatoes in oil until brown., Add 1/2 to 3/4 cup water., Simmer until juices thicken and chicken is tender.",4.0,International,263
264,Curried Chicken,30,"Season chicken with salt, curry powder, onions, rosemary, garlic, pepper and thyme., Marinate for 2 hours, or in refrigerator overnight., In a heavy skillet,  brown the chicken pieces lightly in oil for approximately 20 minutes., Check constantly to make sure nothing sticks., Add water and simmer for another 20  minutes until tender., Serve over white rice. (Serves 4.",4.0,International,264
265,Cheesy Stuffed Acorn Squash,30,"Heat oven to 400°F., Cut squash in half and remove the seeds., Rub the cut flesh  with salt and place flesh side down in a baking dish and bake for about 35  minutes., While the squash is baking, sauté onion in butter until clear and add  chopped broccoli florets, mushrooms and celery., Sauté about 4 minutes., Stir in  walnuts and fresh basil, then sprinkle with brown sugar and soy sauce, adjust  seasoning to taste. Toss to mix well., Check baking squash with a fork to see if  it glides through the flesh., 
Stuff with vegetable mixture, top with equal  amounts of grated cheese and return to oven for about 5 minutes., NOTES : Baked acorn squash halves stuffed with sautéed broccoli, cheese and  walnuts.",2.0,International,265
266,"Acorn, Butternut Squash and Parsnips Gratin",30,"Combine breadcrumbs, parsley, salt, oregano, thyme and pepper  in a large bowl; stir well., Add acorn squash, butternut squash, parsnips, and olive oil, tossing to coat., Spoon squash mixture into a 2 quart casserole coated with cooking spray., Cover and bake at 325 degrees Fahrenheit for 1-1/2  hours., Sprinkle with cheese., Bake, uncovered, an additional 15 minutes., Garnish with oregano, if desired., NOTES : Use any combination of winter squash to equal 6 cups, if desired.",6.0,International,266
267,Chicken Caesar Wraps,30,"In a large self-closing plastic bag combine olive oil, lemon pepper, garlic, and Italian seasoning., Add chicken to bag and seal tightly., Turn bag gently to distribute marinade. Refrigerate 15  minutes., Preheat grill to medium heat., Remove the chicken from the marinade and arrange on the grill rack., Grill 10 to 14 minutes, turning occasionally., Remove chicken and cut into strips., In a small bowl combine sour cream, milk, parmesan cheese, Italian seasoning, pepper and garlic for the dressing., 
Place Romaine lettuce and sliced chicken in a warmed tortilla., Top with dressing., Fold tortilla., NOTES : I slice chicken and then place in marinade. I also cook on the stovetop.",4.0,International,267
268,Spicy Acorn Squash Soup,30,"Place 1/4 cup chicken broth in a large saucepan; bring to a boil., Add onion and  crushed red pepper; cook 5 minutes or until tender., Add remaining 2-3/4 cups  broth, squash, salt, and water; bring to a boil., Cover, reduce heat, and simmer  for 20 minutes., Add rice; cover and simmer 20 minutes or until squash and rice  are tender., Place peanut butter and half of soup in a blender; cover and process until  smooth., Pour puree into a bowl., Repeat with remaining soup, and add to bowl,  stirring well.
",7.0,International,268
269,Ken's White Chili,30,"Soak beans overnight., Combine beans, chicken broth, onions and garlic in large pot., Cook (boil, then simmer for 1 to 2 hours until beans are done. (Do not stir  too much or the beans will fall apart., When beans are done, add chicken, cumin, oregano, cayenne pepper, salt and pepper, lemon juice, and chilies., Simmer for approximately 1 hour., Add grated cheese last. Simmer until cheese is melted; stir or cheese will sink to the bottom  and scorch., NOTES., Cooking times are approximate. Basically cook until the beans are  done and spices have \soaked in\ then cook until cheese melts., 
Sometimes not all of the chicken broth is necessary., You don't want it too soupy, so I  usually add about 4 cans of chicken broth and add the last can as needed., This will make a large pot., Serve with a salad and garlic bread and enjoy!",6.0,International,269
270,White Chili,30,"Brown chicken breast pieces in a little oil or Pam., Add beans, salsa, cumin  and a little chicken broth and simmer for 30 minutes., Add cheese and simmer  until completely melted., Add chicken broth as needed to thicken to desired  consistency.",6.0,International,270
271,Light Easy Crisp,30,"Preheat oven to 350F., Peel and core apples, if using., Cut peaches or apples into  1/2-inch wedges and place in a bowl., Sprinkle with cinnamon and toss until  evenly coated., If using peaches, mix in berries., (Blueberries will turn the  apples gray. Press down firmly in a 9-inch pie plate.  In a medium-sized bowl, stir flour with rolled oats and brown sugar.Slowly add  butter, working in with a fork., Carefully mound on top of fruit and gently press  into surface. Bake in centre of preheated oven for 60-70 minutes or until fruit  is tender when pierced with a skewer., 
This crisp is wonderful served warm with  ice cream or yoghurt cheese",8.0,International,271
272,Giant Baked Hero,30,"Pat loaves together., On a lightly floured board, roll dough into a 12\ x18\  rectangle., Garlic Oil: Combine 3 tablespoons olive oil with 2 cloves garlic, minced or  pressed and 1/2 teaspoon each dry basil leaves, dry oregano leaves and dry thyme  leaves. Brush surface with 2 tablespoons garlic oil., Cover half dough lengthwise with overlapping layers of salami, ham, coppa, cheese, onions and  peppers., Lift plain half of dough over filling (if dough sticks, loosen with a  spatula. Press edges firmly together to seal., 
Using 2 wide spatulas, transfer  packet to an oiled 12\ x17\ baking sheet; tuck ends of dough under., Brush with remaining oil., Let rise in a warm place until puffy, about 20 minutes., Bake at 400 degrees Fahrenheit until richly browned, 15 to 20 minutes., Cut sandwich lengthwise in half then  crosswise into 3\ slices., Grilled Onion: In an 8-10\ frying pan over medium high heat, combine 1 tablespoon olive oil, 2 tablespoons balsamic or red wine vinegar and 1 large onion, sliced. Stir often, until onion begins to brown, 8 to 10 minutes; set aside.
",6.0,International,272
273,Brown Sugar Shortbread,30,"In a mixing bowl, cream butter and brown sugar., Gradually stir in the flour., Turn onto  a lightly floured surface and knead until smooth, about 3 minutes., Pat into a 1/3\  thick rectangle measuring 11\ x8\., Cut into 2\ x1\ strips., Place 1\ apart on ungreased cookie sheets., Prick with a fork., Bake at 300 degrees Fahrenheit for 25 minutes or until bottom begins to brown., Cool for 5 minutes., Remove to a wire rack to cool completely.",42.0,International,273
274,Pork Sate With Peanut Dipping Sauce,30,"Mix 1 Tbsp lemon grass, 1 Tbsp lime juice, 1 Tbsp dark brown sugar, soy sauce, and garlic in large bowl., Add pork; toss to coat with marinade., NOTE: Pork tenderloins should be trimmed, cut into 3-inch long, 1/2-inch wide, 1/4-inch-thick slices., Let stand 30 minutes to 1 hour., Meanwhile, mix remaining 1/3 cup lemon grass, remaining 2 Tbsp lime juice, remaining 1 Tbsp sugar, 1 cup chicken broth, peanut butter, onion, coriander and jalapeno in heavy medium saucepan., Bring to boil, whisking frequently., 
Transfer mixture to blender and puree., Strain into heavy small saucepan, pressing on solids with back of spoon; discard solids., Simmer until reduced to thick sauce consistency, stirring frequently, about 6 minutes. (Can be prepared 1 day ahead. Cover and refrigerate. Reheat before using, thinning with more chicken broth if necessary., Preheat broiler., Thread 3 pork strips on each skewer., Broil until cooked through, about 3 minutes per side., Pour sauce into bowl; set in center of platter., 
Sprinkle with green onion., Surround with pork skewers and serve., Serves 6 as an appetizer.",6.0,International,274
275,Eight Layer Shortbread Slices,30,"Sift together flour and cornstarch onto a sheet of waxed paper. Set aside., Beat butter and confectioners' sugar in a medium bowl until blended., Stir in vanilla., Gradually beat in flour mixture to make soft dough., Divide dough in half., Knead cocoa  powder into 1/2 of dough in bowl., Flatten both doughs; wrap separately in plastic wrap or waxed paper., Chill 1 hour or until easy to handle., Roll each  batch of dough between 2 sheets of wax paper into 10\ square., Push sides in to  make absolutely even, using ruler or long-bladed knife., 
If dough becomes too  soft or sticky, refrigerate on cookie sheet., Remove top sheet of wax paper from nonchocolate dough; brush top with egg white., Remove paper from top of chocolate dough; invert onto nonchocolate dough, matching sides up exactly., Peel off  remaining sheet of wax paper., Cut into 4 equal strips, each 10 x 2 1/3\., Brush  lightly with egg white., Stack dough strips neatly to make 8 alternating layers., Wrap stack in plastic wrap., Chill several hours or overnight., 
Dough can be  refrigerated for up to 1 week., Preheat oven to 375 degrees Fahrenheit., Cut dough crosswise into slices slightly less than 1/4\  thick., Place slices on cookie sheets 1\ apart., Bake 10 minutes., Transfer cookies to wire rack to cool completely., Store cookies in  tightly covered containers in cool, dry place.",36.0,International,275
276,Oktoberfest Spinach Strudel,30,"Simmer onion and parsley in stock until tender; set aside., Cook spinach  according to package directions. Drain, squeezing out excess liquid., Add onion  mixture, bread crumbs, egg white, Parmesan, nutmeg and pepper; mix well., Place  two phyllo sheets on a damp towel on work surface., Work quickly so that phyllo does not dry out., Spread half of spinach mixture along (about 1-inch inside narrow edge of phyllo and roll up jelly-roll-style., Brush top and sides with skim milk., With sharp knife, cut several slits on top to vent steam., 
Place on baking sheet prepared with nonstick spray., Cover with another damp towel while repeating process with last two phyllo sheets and remaining spinach mixture., Bake at 400 degrees Fahrenheit for 25 to 30 minutes until golden brown., Cut each roll into six pieces.",4.0,International,276
277,Thai Fish Curry,30,"Blend onion, cilantro, lemongrass, turmeric, ginger, cumin, garlic, and dried red peppers in a food processor to dry paste, stopping frequently to scrape down sides of work bowl. (Paste can be prepared  3 days ahead. Cover and chill., Heat vegetable oil in a medium non-stick skillet over medium-high heat., Add 2  rounded tablespoons spice paste; stir 1 minute., Add fish and cook 2  minutes, turning occasionally with tongs., Add coconut milk and clam  juice; simmer until fish is cooked through, turning occasionally, about 6 minutes., 
Transfer fish to plate., Boil liquid until reduced to thick sauce, about 8 minutes., Season with salt., Return fish to sauce and heat through., Sprinkle with cilantro., Serve over rice., The mild spice paste is also great used as a base for chicken and  shrimp curries.",2.0,International,277
278,Spinach Phyllo Casserole,30,"Preheat oven to 375 F (190 C. Saute onions in chicken broth until broth has  evaporated., Stir flour into milk until dissolved., Add to onions and stir  constantly over medium heat until thickened., Blend in cheese until melted., Remove from heat and stir in spinach., Beat 6 egg whites until frothy and blend  into cheese mixture. Pour into a deep casserole dish brushed with olive oil., Whisk together remaining egg white and the olive oil., Blend well., Cut sheets of  phyllo pastry in half., 
Top the casserole with one piece of phyllo pastry., Brush  with egg white mixture. Continue layering phyllo sheets, brushing each with the  mixture. Bake for 35 to 45 minutes.",8.0,International,278
279,Mango Salsa,30,"mix together all ingredients in a bowl, makes about 2 cups, From: Salsa by Reed Hearon",4.0,International,279
280,Grilled Pineapple Salsa,30,"In a bowl, toss pineapple, anaheim and jalapeno chilies, and onion slices together in the olive oil., Grill until soft and browned, about 10 minutes., Pull tops off chiles., Puree all ingredients in a food processor or  blender.",2.0,International,280
281,Country Fried Yellow Squash,30,"Wash tender yellow squash; remove stem and blossom ends., Cut into 1/2-inch rounds., Place squash, butter, onions and salt into heavy skillet., Add water., Cover and cook on medium low heat until water is absorbed and squash is tender., Lightly mash with a fork., Add sugar and cream., Let it cook slowly until mixture is fairly dry and flavors develop, being careful not to let it scorch.",8.0,International,281
282,Tangy Marinated Yellow Squash (No Cooking),30,"Toss yellow squash, green onion, green pepper, and celery together., Mix the marinade ingredients together., Pour marinade over squash mixture., Refrigerate for at least 12 hours.",4.0,International,282
283,Secret Salsa,30,"Get out the blender., assemble the ingredients: At this point you should  barely have enough room to put  the lid on the blender., Now the trick is to turn the blender on and off  quickly on \chop\ speed if you have one with variable speeds., That is  real slow., Best if you got one with a pulse button., This is one ya really  don't want all over the kitchen., You can do this with a blender that has  only on/off by not leaving it on till you got spicy tomato soup., However,  a good stiff shove to the bottom with a wooden spoon of the tomatoes  that are floatin to the top tryin to get away from the Jalapenos will help  things along quite nicely., 
All you wanna do is get them broken into large  pieces and mixed thoroughly., No more than fifteen seconds on total., This should be about a Quart and a half., I would recommend you put this  Gem in Glass jars and Lid/ring them and refrigerate for a while but it is  ready right now just gets better after sittin a spell., It'll keep a week or so  in the icebox, most likely won't last that long anyhow., Only problem,  which I have a solution to, Is that after a period of time there is so much  acid in this it starts attacking the metal lid/ring., 
Solution: I have recently  come across some rather sturdy white plastic screw on lids by \BALL\  (r that work very well.",4.0,International,283
284,Mashed Sweet Potato Pie,30,"Bake sweet potatoes until tender; peel and mash. Make sure all lumps are  removed, straining if necessary., Mix mashed sweet potatoes, eggs, sugar, salt, ginger, nutmeg, vanilla, cream or evaporated milk and melted butter together., Pour into unbaked pie shell., Bake at 400 degrees Fahrenheit for 50 minutes or until knife inserted one inch from edges of pie comes out clean.",8.0,International,284
285,Potatoes Tapas in Garlic Mayonnaise (Potatoes Aioli),30,"Boil potatoes in salt water until tender; peel and cut into 3/4 inch  chunks., In a bowl, combine mayonnaise, garlic, and parsley.  (Mayonnaise should be a little thin, dilute with lemon juice or soft vinegar if necessary.., Fold the potatoes into the sauce gently, season with salt to taste, serve  at room temperature.",4.0,International,285
286,Roasted Tomato and Mint Salsa,30,"With a comal or black iron skillet over medium-high heat, cook the tomatoes until blackened all over., While still warm, pulse tomatoes with the garlic in a food processor until roughly chopped., Cool to room temperature., Add lime juice, olive oil, peppers, cilantro, spearmint, lime zest, orange zest, and salt., Mix together and let stand at least 30 minutes before using., Mark Miller writes: \Ripe red tomatoes roasted on a hot steel comal until the skins blacken are a basic element of many Mexican salsas. The smoky flavor adds a complexity to the taste of ripe tomatoes.\.
",3.0,International,286
287,Raspberry Tapioca With Vanilla Sauce,30,"In a medium-size saucepan combine raspberries, sugar, lemon peel and  water., Bring to a boil while stirring., Simmer for about 10 minutes., Stir  in tapioca, bring back to boiling, reduce heat, cook stirring constantly  until mixture becomes thick and translucent. Pour into a glass mold or  individual dessert dishes., Refrigerate until chilled (about 2 hours.  Serve with vanilla sauce or whipped cream., Vanilla Sauce: Mix the cornstarch with the water, add sugar, vanilla flavor and salt., 
In medium sized saucepan boil the milk, take saucepan off the heat., Add  cornstarch mixture, stirring constantly., Return to heat, stir in the egg yolk/water, and cook on low heat, stirring constantly, until sauce thickens., Serve cold.",4.0,International,287
288,Spaetzle - Basic Recipe - Art Culinaire Issue,30,"Bring a saucepan of salted water it a boil, reduce the heat, and  maintain a simmer., In a bowl, stir all the ingredients together., Place a  colander over the pan, pour about 1/4 of the batter into the colander,  and press through the holes with a plastic spatula into the  hot water., When the spaetzle starts to float to the surface, cover the  pan and keep covered until the spaetzle appears to swell and is fluffy., Remove the dumplings and repeat the procedure with the remaining batter.
",4.0,International,288
289,Home-Style Meatballs (Albondigas Caseras),30,"In a bowl, combine the beef, veal, and pork with bread crumbs, 4 cloves of  garlic, the eggs, nutmeg, salt, and pepper., Form into cocktail-size  meatballs. Dust with flour., Saute the meatballs in a casserole with olive oil until well browned on all sides., Add onion, remaining clove of  garlic, and green pepper., Cook until onion is wilted., Add the tomato, wine, broth, salt and pepper., Cover and simmer for 45 minutes.",4.0,International,289
290,Banana Orange Ice Cream,30,"Peel and mash bananas., Combine with lemon juice, salt, sugar and fresh orange juice., Fold confectioners' sugar into lightly whipped heavy cream., Add to banana  mixture., Churn-freeze.",6.0,International,290
291,Kahlua,30,"Bring water and sugar to a rolling boil., Remove from heat., Add instant coffee. Stir well to dissolve completely., Let cool until lukewarm., Add vodka and vanilla., Stir well; bottle in brown bottles., Let stand for 2 weeks.",4.0,International,291
292,Apple Crisp,30,"Fill a 6\ x 10\ (I use a 9\ x 13\ baking pan with sliced apples., Mix the flour, salt, sugar, egg, baking powder together with two knives or pastry blender until crumbly; spread over the apples., Pour 1/2 cup melted butter (real butter please over top and sprinkle with cinnamon., Bake at 350 degrees Fahrenheit for 30 minutes or until apples are done and topping is crisp.",8.0,International,292
293,Apple Crisp II,30,"With pastry cutter or steel blade in food processor add flour, brown sugar, oatmeal, baking powder, salt and butter., Process until mixture no longer looks \floury\., Add walnuts and process just a second. Set aside., Half and core apples, peeling is up to you., Slice apples., Arrange apple slices in a buttered 9x13 baking dish., Combine sugar (adjust to tartness and cinnamon., Spread over apples., Sprinkle with lemon juice., Distribute topping over apples., Bake at 350 degrees Fahrenheit for 45 minutes., 
Serve warm with whipped cream or ice cream.",4.0,International,293
294,Fruit-Filled Acorn Squash,30,"Cut squash in half lengthwise; discard seeds and membrane., Place squash, cut side down, in a vegetable steamer; arrange apricots around squash., Place steamer over boiling water in a Dutch oven., Cover and steam 15 minutes or  until squash is crisp-tender., Coarsely chop apricots., Combine chopped apricots, raisins, apricot preserves, water, and salt., Spoon evenly into each squash half., Cover and steam 5 minutes or until squash is  tender., Sprinkle with toasted almonds.",2.0,International,294
295,Killer Kahlua,30,"Bring to boil water and sugar., Remove from heat and add instant, coffee. Bring to boil again., Remove from heat and add vanilla extract   (very important you use pure extract NOT imitation. Cool before   adding rum., Put in bottles and cork., Makes about 3 fifths., NOTE:   Since this is made with 151 rum, it has a lot more alcohol (75.5%.",4.0,International,295
296,Baked Zucchini Frittatas,30,"Heat oven to 400°F., Grease two 10-oz.  custard cups or individual baking dishes., In 8-inch skillet over medium low heat, sauté zucchini, onion, red pepper and garlic in margarine until tender; let cool slightly., In medium bowl, beat eggs, half-and-half and seasonings until combined., Stir in zucchini mixture. Pour into prepared custard cups or baking dishes., Sprinkle with cheeses., Bake, uncovered, at 400°F for 14 to 17 minutes or until top is puffy and light golden brown., Let stand 5 minutes before serving.
",2.0,International,296
297,Fat-Free Fettuccine Alfredo,30,"Mix 1 teaspoon cornstarch and 1 teaspoon skim milk in a saucepan., Add the rest  of the skim milk and bring to a boil., Lower heat to medium and slowly add the  cream cheese, stirring constantly., Simmer mixture until thick., Add salt and pepper., Saute mushrooms and scallions in a nonstick skillet sprayed with cooking spray., Cook fettucini according to package directions., Toss cooked noodles with sauce.   - - - - - - - - - - - - - - - - - -.",6.0,International,297
298,Lemon Chicken,30,"Place chicken in bowl or casserole. Cover with lemon juice and marinate in  refrigerator for several hours or overnight, turning chicken periodically., Preheat oven to 350 degrees., Combine flour, salt, pepper and paprika in plastic bag., Remove chicken from marinade and coat each with flour by shaking it in bag., Place chicken in baking pan in a single layer., Either peel the zest from a lemon and chop it fine in your food processor, or  grate the zest with a hand grater., Mix grated peel with brown sugar., 
Sprinkle the lemon zest mixture evenly over the chicken breasts., Combine lemon  juice and water and sprinkle evenly over chicken., Put 1 lemon slice on each chicken breast and bake for 35-40 min.  or until cooked through., To make sure chicken is cooked, cut one of them in the middle and make sure that it is not red or pink, then, if it is, cook it a little bit more.",4.0,International,298
299,Hawaiian Ham Salad,30,"Combine ham, pineapple, celery, and olives., Mix, mayonnaise and lemon juice; stir into ham mix., Chill  at least an hour., Stir in peanuts before serving., -----",4.0,International,299
300,Zucchini Frittatas II,30,"Heat 1/2 Tbsp. oil in a 10-inch, heavy-bottomed, oven-proof skillet. Add onion  and saute until tender and translucent. Stir in garlic and zucchini and continue sauteing until squash is just tender., Season with salt and pepper and remove  from heat. In a mixing bowl, whisk together eggs, basil and parsley., Stir in  sauteed vegetables., Add remaining 1/2 tablespoon oil to same skillet over medium heat, tilting pan to coat bottom and sides., Add egg-vegetable mixture, spreading evenly., 
Reduce heat to low and cover pan., Cook 10 to 15 minutes, until set.  Preheat broiler., Sprinkle grated cheese on top of frittata if desired and broil  briefly until lightly browned., Cut into 3 wedges., Serve immediately from the pan or transfer to a large round plate or platter.",3.0,International,300
301,Mom's First Place Turkey Fruit Salad,30,"Combine mayonnaise, honey, and ginger; mix well., Add mandarin oranges, turkey, apple, grapes, and pineapple chunks., Season with salt and pepper (if desired., Chill., Stir in toasted pecans just before serving.",6.0,International,301
302,Jarrett House Vinegar Pie,30,"Beat sugar, melted butter, eggs, flour, and vinegar together on high for 1 minute until smooth. Stir in vanilla. Pour mixture into pie shell., Bake at 300 degrees Fahrenheit for 50 minutes or until top forms a pale golden crust (inside will be slightly liquid., Cool and serve at room temperature.",8.0,International,302
303,Vinegar Pie,30,"Preheat the oven to 425 degrees Fahrenheit., Combine sugar, flour, and lemon zest in a saucepan; stir together until thoroughly blended., Add cider vinegar while stirring or whisking  constantly; add the water., Place over medium heat; bring the mixture to a boil and cook, stirring constantly, for 1 minute., Remove from heat and stir a little of the hot mixture into the eggs; stir the warmed egg mixture into the remaining hot mixture., Stir in the butter., Pour the mixture into the prepared pie shell., 
Bake for 10 minutes at 425 degrees Fahrenheit., Reduce heat to 350 degrees Fahrenheit., Continue baking for 30 minutes more., Remove the pie from the oven and let it cool completely before serving., (The  filling will seem quite liquid, but will firm as the pie cools., This pie has pretty much the same ingredients as the one above, but the  method is different and therefore you end up with a slightly different pie.",8.0,International,303
304,Ham and Cheese Pockets,30,"Cut pita breads in half., Open., Spread with sauce. Fill with boiled ham slices,  Swiss cheese and pickle slices., Bake at 350 degrees for about 10 min., Sauce: Combine mayonnaise, mustard and milk., Stir slowly over low heat until  warm., Spoon into sandwiches.",1.0,International,304
305,Super Sandwich,30,"In a bowl combine cucumber, tomato, onion, olives and salad dressing; set aside., Cut 1\ off top of bread; set aside., Carefully hollow out top and bottom of  bread, leaving a 1/2\ shell. (Discard bread or save for something else., Layer 1/4 of the ham, salami, pork and cheeses inside the shell., Top with 1/3 of the vegetable mixture., Repeat layers, ending with meat and cheeses, gently  pressing down to flatten as needed., Replace bread top; wrap tightly in plastic  wrap., Refrigerate until serving.
",8.0,International,305
306,Tiramisu,30,"Prepare Cream Mixture:, In an electric mixer, prepare cream mixture by whipping sugar and egg yolks on high speed until pale yellow and thick., With mixer on medium speed, add cream cheese and whip until smooth., Add mascarpone and  Marsala., Mix until incorporated., Fold in whipped cream., Refrigerate., Prepare Espresso Mixture:, To prepare espresso mixture, combine espresso, additional Marsala, sugar, and warm water., To assemble, dip ladyfingers in espresso mixture., Place one layer of dipped ladyfingers on bottom of serving platter., 
Top with one layer of cream mixture., Add another layer of dipped ladyfingers, topped with a second layer of cream mixture., Sift cocoa over top.",4.0,International,306
307,Hazelnut Shortbread Cookies,30,"Combine flour and hazelnuts., In a large bowl, cream the butter and brown sugar., Gradually blend in the dry ingredients., Cover and chill for 8 hours or  overnight., Preheat oven to 300 degrees Fahrenheit., Lightly grease cookie sheets., On a  floured surface, roll out the dough to a thickness of 1/4\., Using cookie  cutters, cut out the shapes and place on prepared cookie sheets 1-1/2\ apart., Bake for 20 to 25 minutes until lightly colored., Transfer to wire racks to cool.
",36.0,International,307
308,Pecan Shortbread,30,"Preheat oven to 350 degrees Fahrenheit., Combine flour and pecans., In a large bowl, cream  the butter and brown sugar., Beat in the vanilla extract., Gradually stir in the dry ingredients. The dough will be stiff., Pinch off walnut size pieces of dough and roll into small balls., Place the balls 1-1/2 inches apart on ungreased cookie sheets., Flatten the cookies with the back of a spoon dipped in flour., Back for 10 to 12 minutes until lightly colored., Transfer onto wire racks to  cool.
",4.0,International,308
309,Tiramisu - Balducci's in New York City,30,"Arrange the ladyfingers on a plate and lightly soak them with the cooled espresso., Put half of the soaked ladyfingers in one layer in a rectangular  serving dish., While the ladyfingers are soaking, beat the egg yolks with the  sugar until the yolks turn pale in color., Add the mascarpone, the liquors, and  the extract, and stir gently., In a separate bowl, beat the egg whites with a  wire whisk until they are stiff., Gently fold the whites into the mascarpone  mixture. Use half of this mixture to make a layer on top of the ladyfingers in  the serving dish., 
Sprinkle with half of the chopped chocolate. Repeat the  procedure with another layer of soaked ladyfingers, the mascarpone mixture, and  chocolate. Cover with tin foil and refrigerate for at least 1 hour before  serving.",6.0,International,309
310,Sweet Potato Pecan Pie,30,"Preheat oven to 425 degrees fahrenheit., With mixer, beat hot yams and butter until smooth., Add condensed milk, cinnamon, orange rind, vanilla extract, nutmeg, salt, and egg; mix well., Pour mixture into crust., Bake 20 minutes., Meanwhile, make Pecan Topping: Beat together egg, corn syrup, brown sugar, melted butter and maple flavoring. Stir in chopped pecans., Remove pie from oven; reduce oven to 350 degrees fahrenheit., Spoon Pecan Topping on pie., Bake 25 minutes longer or until set., 
Cool., Serve warm or at room temperature., Garnish with orange zest twist, if  desired., Refrigerate any leftovers.",8.0,International,310
311,Yellow Squash Frittata,30,"Slice squash into equal sized rounds. You can cut a bigger squash in half instead of using the small ones, if you want to., Saute squash in butter until tender-crisp., Beat eggs with the grated cheese, Italian seasoning,  salt and pepper., Pour egg mixture over squash., Cook until eggs are cooked and puffy.",4.0,International,311
312,Yellow Squash Puffs,30,"Combine the cooked squash and egg, stirring well., Combine flour, cornmeal, baking powder and salt, stir well., Add squash mixture and onion; stir until blended., Drop squash  mixture by level tablespoonful into hot oil., Cook until golden  brown, turning once. Drain well on paper towels.",4.0,International,312
313,Sun-Dried Tomato Pesto,30,"Combine sun-dried tomatoes and boiling water in a bowl and let stand 4  minutes., Drain and chop., Combine tomatoes, plum tomato, and remaining ingredients in a blender or  food processor and process 20 seconds or until a paste forms.",1.0,International,313
314,Sweet Potato-Pecan Pie,30,"Prepare pie shell,set aside., Make sweet potato filling: In medium bowl, with electric mixer, beat 1 egg until frothy., Add mashed cooked sweet potatoes, sugar, butter, vanilla extract, salt, cinnamon, allspice, and nutmeg; beat at medium speed until the mixture is smooth, about 2 minutes., Make  pecan topping: In medium bowl, with mixer, beat eggs until frothy., Add sugar, corn syrup, melted butter, vanilla and cinnamon., Beat at low speed just until mixture is well blended, about 1 minute., 
Stir in pecans., Preheat oven to 350 degrees Fahrenheit., To assemble:  Turn sweet potato filling into unbaked pie shell, spreading evenly., Pour pecan  topping over top., Bake 60 to 70 minutes until set, and knife inserted in center comes  out clean., Remove pie to rack to cool., Just before serving decorate with whipped cream.",12.0,International,314
315,Corn Salsa,30,"Combine all ingredients in a  large bowl., Cover and chill for several hours.",4.0,International,315
316,Sweet Potato Custard Pie,30,"Combine eggs, sugar, salt, nutmeg, cinnamon, orange rind and milk., Add sweet potatoes, grated just before adding to milk mixture., Stir in melted butter., Pour filling into pie shell., Bake at 400 degrees Fahrenheit for 45 to 50 minutes, or until knife  inserted 1 inch from edge comes out clean., Serve slightly warm or cold.",8.0,International,316
317,Zesty Sweet Potato Pie,30,"Preheat oven to 450 degrees Fahrenheit., Line a pie pan with rolled out dough; prick all over with fork; press a piece of heavy-duty foil directly into the pie shell., Bake for 6 minutes; remove foil; bake for 4 more minutes until just beginning to brown., Combine the sweet potatoes and sugar in a large bowl; beat in molasses and eggs., Add the spices and orange zest and stir well., Stir in melted butter and milk., Pour filling into pie shell., Bake for 15 minutes., Reduce heat to 300 degrees Fahrenheit., 
Continue baking for 30 to 40 minutes or until filling is firm around edges, but center remains slightly soft and quivers when you move the pie.",8.0,International,317
318,Avocado Salsa,30,"In a large bowl, combine the corn (or cucumber, olives, red pepper, and onion., In a small bowl, combine garlic, oil, lemon juice, vinegar, oregano, salt and pepper; mix well., Pour over corn (or cucumber mixture; toss to coat., Cover and refrigerate overnight., Just before serving, chop avocados and stir into salsa., Serve with tortilla chips.  Note:  make sure that you get good, ripe avocados!  Also, you can add some minced jalapeno if you'd like a bit of spiciness.",4.0,International,318
319,Cocoa Espresso Cooler,30,"Combine cold coffee, cocoa and vanilla., Pour over ice in tall glasses., Top  each with 2 tablespoons of whipped cream.",4.0,International,319
320,Iced Mochaccino Smoothie,30,"Place the espresso, chocolate syrup, sugar and milk in a blender and blend to combine., Add the ice cream and blend until smooth., Pour the mixture into two chilled glasses and top each with whipped cream and chocolate curls, or a dusting of cinnamon or cocoa.",2.0,International,320
321,Iced Jazzberry Java,30,"Puree frozen raspberries, sugar, and water in a blender cup., Strain  mixture into a large mixing bowl., Add coffee and half-and-half., Blend  well., Ladle into 12-ounce glasses partially filled with cracked ice.  Top with whipped cream, mint sprigs, and whole raspberries.",10.0,International,321
322,Chocolate Coffee Ice Cream Soda,30,"Place (defrosted coffee concentrate in tall glass., Add ice cream; fill with chocolate soda., Garnish with whipped cream and cherry., Serve with a straw and  a long-handled spoon.",1.0,International,322
323,Very Chocolate Brownies,30,"In a microwave or double boiler, melt chocolate and butter; cool for 10 minutes., Add sugar; mix well., Stir in eggs and vanilla., Add flour; mix well., Stir in walnuts., Line a 13x9x2\ baking pan with foil and grease foil., Pour batter into pan., Bake  at 350 degrees Fahrenheit for 25 to 30 minutes or until toothpick inserted near center comes out with moist crumbs., Cool completely., For topping:, Melt chocolate chips, water and butter; stir until smooth., Cool to room  temperature., 
Fold in whipped cream., Spread over brownies., Chill before cutting., Store leftovers in refrigerator.",36.0,International,323
