RecipeID,IngredientID,Amount,Unit
357,681,72,tbsp
358,1843,219,g
358,365,465,tbsp
358,798,118,g
358,1081,354,cup
359,1805,215,ml
359,1129,281,g
359,1854,355,cup
359,786,62,cup
359,556,109,cup
360,753,198,cup
360,1553,45,tbsp
360,298,29,ml
360,800,496,cup
360,1141,261,ml
361,129,239,cup
361,353,448,ml
361,1141,433,cup
361,1174,235,tbsp
361,1323,98,g
362,491,363,ml
362,205,421,ml
362,1684,496,tsp
362,305,448,cup
363,791,478,ml
363,1221,272,cup
363,881,375,ml
364,57,438,ml
364,357,401,ml
364,1200,65,ml
364,1405,384,cup
364,1733,248,cup
365,692,55,ml
365,439,326,g
365,270,202,g
365,1551,445,cup
365,40,65,ml
366,1629,462,cup
366,270,286,ml
366,79,218,cup
366,1514,228,cup
366,1724,102,cup
367,1063,305,cup
367,1419,25,ml
367,1235,312,tbsp
367,852,465,tsp
367,1493,135,g
368,1431,336,cup
368,1717,11,tbsp
368,1473,119,tbsp
368,791,296,tbsp
369,1690,99,g
369,938,435,tbsp
369,1331,19,g
370,900,377,cup
370,75,3,tbsp
370,1088,398,cup
371,1285,116,cup
371,1387,356,tsp
371,1203,8,tbsp
372,878,134,tbsp
372,1478,232,cup
372,950,2,cup
372,1685,440,cup
373,617,103,tsp
373,999,145,g
373,703,137,ml
373,522,462,tbsp
374,423,258,cup
374,1658,263,cup
374,1579,68,g
374,525,457,ml
374,879,464,tsp
375,1366,257,ml
375,460,322,cup
375,417,329,tsp
376,682,434,ml
376,1346,95,tbsp
376,232,277,cup
377,1571,431,g
377,1187,473,ml
377,315,226,ml
377,459,336,g
377,803,448,cup
378,984,364,tsp
378,447,150,tsp
378,360,143,g
378,1147,150,tsp
379,251,308,g
379,1576,285,tsp
379,1539,482,ml
379,562,12,g
379,1233,176,tsp
380,882,468,cup
380,1530,341,cup
380,452,389,cup
380,1002,355,tsp
380,859,125,ml
381,1373,300,cup
381,569,115,g
381,1481,251,tsp
381,1209,208,tsp
382,1701,64,tsp
382,751,461,tsp
382,806,215,g
382,289,290,tbsp
383,355,384,tbsp
383,875,278,tbsp
383,1735,373,tbsp
384,1533,458,g
384,577,92,tsp
384,97,284,cup
384,639,256,tbsp
385,1848,76,tsp
385,939,458,g
385,149,132,tsp
385,1732,89,ml
385,976,282,ml
386,1861,382,tsp
386,1028,25,tsp
386,347,488,tbsp
386,26,180,tbsp
386,1187,186,g
387,1496,422,ml
387,1057,385,cup
387,575,108,ml
387,1029,161,g
388,1335,424,ml
388,1399,25,tbsp
388,126,139,tbsp
389,1219,155,tsp
389,1036,37,tbsp
389,1369,172,g
389,1288,453,g
389,249,185,g
390,564,354,g
390,127,259,ml
390,394,203,tsp
391,1619,463,tsp
391,1842,342,tbsp
391,1498,114,ml
391,1501,109,tbsp
391,862,412,ml
392,412,431,tbsp
392,1433,434,cup
392,390,74,g
392,142,135,cup
392,1478,354,tbsp
393,822,309,tsp
393,1384,169,tsp
393,977,36,tbsp
394,889,16,tbsp
394,313,51,g
394,1355,461,g
394,1064,431,g
395,361,462,cup
395,393,428,cup
395,362,358,tsp
396,1546,47,g
396,167,17,tbsp
396,1179,387,cup
396,1373,148,ml
397,498,379,ml
397,1563,126,tbsp
397,639,38,tsp
398,153,201,cup
398,854,284,tbsp
398,1551,487,g
399,673,235,tsp
399,1849,206,g
399,1512,196,tbsp
399,665,233,g
400,1152,76,tsp
400,367,264,tsp
400,948,227,g
401,620,489,tbsp
401,1575,223,cup
401,191,149,tsp
401,1532,217,ml
402,1249,335,ml
402,787,40,tsp
402,316,64,tsp
402,1519,136,tsp
402,523,131,ml
403,378,65,cup
403,1107,486,tsp
403,214,415,tsp
403,534,379,g
404,432,179,g
404,800,18,cup
404,1777,220,cup
404,1425,181,cup
404,270,200,tsp
405,262,211,tsp
405,1614,88,tbsp
405,484,384,tbsp
405,1587,386,tbsp
406,291,443,cup
406,473,45,tsp
406,425,316,cup
407,818,58,g
407,884,331,g
407,834,16,g
407,1810,101,tbsp
407,859,18,g
408,1562,91,ml
408,1230,244,g
408,881,159,ml
408,1208,201,ml
408,1811,347,tbsp
409,49,489,g
409,139,38,cup
409,1509,141,tsp
409,1506,339,tbsp
410,1530,106,tsp
410,1652,469,g
410,1057,50,tsp
410,365,190,cup
410,1403,53,ml
411,631,294,tsp
411,977,89,ml
411,117,353,cup
411,340,130,g
412,1595,107,tbsp
412,355,303,cup
412,524,306,tbsp
412,1857,308,cup
413,453,10,cup
413,1411,80,tsp
413,1113,39,g
414,1738,142,ml
414,128,55,cup
414,416,117,tsp
415,1561,410,g
415,1577,295,ml
415,501,380,tsp
416,1303,207,cup
416,1336,9,cup
416,1262,62,g
416,521,358,cup
417,1283,292,ml
417,118,189,cup
417,270,332,cup
417,665,178,g
418,1153,422,tsp
418,751,469,cup
418,946,240,tbsp
418,1470,186,ml
418,223,456,ml
419,194,348,g
419,319,10,tsp
419,1115,372,tbsp
420,1202,238,tbsp
420,981,88,g
420,6,391,tsp
420,1526,146,cup
420,1444,113,tbsp
421,221,424,tsp
421,207,43,tsp
421,1839,143,tsp
422,924,117,cup
422,621,131,tsp
422,1665,97,tbsp
422,1745,442,tbsp
423,109,268,g
423,1398,486,cup
423,126,210,cup
423,415,162,cup
423,357,167,tbsp
424,1027,27,tsp
424,1679,168,cup
424,1320,73,tbsp
425,1150,462,tsp
425,579,445,cup
425,232,119,g
425,1163,417,ml
426,1251,239,tbsp
426,23,388,tbsp
426,504,79,tsp
426,513,247,g
427,658,14,tsp
427,1308,320,ml
427,438,297,cup
427,1275,94,cup
427,151,196,cup
428,864,288,tsp
428,740,412,tbsp
428,1480,348,tsp
429,646,37,ml
429,880,117,g
429,610,476,tsp
429,115,309,tbsp
430,1844,340,cup
430,1790,399,ml
430,726,140,ml
430,745,493,ml
431,380,308,tbsp
431,382,27,cup
431,1489,397,tbsp
432,1651,231,ml
432,898,58,tsp
432,427,476,tsp
432,189,153,g
433,1496,95,ml
433,991,148,g
433,403,244,tsp
434,1315,280,g
434,47,83,ml
434,1853,83,tbsp
435,1090,298,g
435,485,466,tsp
435,1360,72,tbsp
435,518,459,tbsp
435,1021,344,ml
436,1660,464,cup
436,977,474,ml
436,1759,341,tsp
436,973,126,tbsp
436,1675,58,g
437,539,447,g
437,723,243,cup
437,1810,280,tbsp
438,308,23,tsp
438,609,370,cup
438,1019,381,ml
438,377,46,tbsp
438,14,294,cup
439,1370,345,ml
439,756,168,ml
439,1041,463,tsp
439,1738,16,ml
439,1297,380,cup
440,943,443,cup
440,76,72,ml
440,661,53,g
440,1540,426,tsp
440,1496,403,tsp
441,776,427,tsp
441,958,146,cup
441,1612,408,ml
442,583,276,g
442,286,95,cup
442,1359,232,g
442,1635,306,tsp
442,388,467,tsp
443,930,72,g
443,1306,28,cup
443,1160,409,g
443,900,74,ml
444,57,72,cup
444,1331,429,ml
444,1779,486,ml
444,1490,358,g
445,49,387,cup
445,404,478,cup
445,1060,201,cup
445,1285,168,tbsp
446,576,479,tbsp
446,1767,235,ml
446,457,22,g
446,691,341,tbsp
447,832,96,g
447,1852,396,g
447,1739,365,tsp
447,445,100,g
447,604,472,g
448,849,64,g
448,769,457,cup
448,1247,1,tbsp
449,1541,54,g
449,223,465,g
449,1071,201,cup
450,1770,145,g
450,1511,395,ml
450,701,87,tbsp
450,986,243,ml
450,1275,186,g
451,211,133,ml
451,1672,111,g
451,1651,446,ml
452,1718,101,tsp
452,1692,363,tbsp
452,1691,486,tbsp
453,164,303,ml
453,1006,83,g
453,32,55,tsp
453,1066,280,ml
454,1844,334,tbsp
454,558,137,g
454,25,290,cup
455,77,236,tbsp
455,1012,360,tbsp
455,594,86,tsp
456,1259,13,tbsp
456,407,55,g
456,1258,301,cup
456,1800,279,cup
457,1523,157,cup
457,1145,230,g
457,687,382,cup
457,98,255,ml
458,1475,436,tbsp
458,446,206,cup
458,677,108,tsp
459,226,194,ml
459,633,17,ml
459,1508,150,cup
459,101,315,ml
460,390,302,cup
460,1467,134,g
460,312,228,cup
461,1071,337,cup
461,1845,106,tbsp
461,60,56,tbsp
461,1837,232,ml
461,1400,70,cup
462,1342,110,tbsp
462,1659,47,tbsp
462,1783,27,cup
463,399,55,tbsp
463,439,251,cup
463,1588,275,tbsp
464,1855,40,cup
464,143,253,g
464,76,361,cup
464,396,418,tbsp
465,1561,333,ml
465,1037,29,tsp
465,1346,36,tbsp
465,1504,153,ml
466,1405,394,tsp
466,413,384,tsp
466,813,465,g
466,925,474,ml
466,1170,473,g
467,554,52,tsp
467,65,447,cup
467,1716,152,tbsp
468,1043,335,cup
468,1656,247,ml
468,1473,247,g
468,973,269,g
469,1312,395,tbsp
469,613,13,cup
469,62,312,ml
469,955,407,g
469,769,487,tsp
470,1444,294,cup
470,75,473,ml
470,1089,78,g
470,511,83,tsp
470,111,103,ml
471,1737,106,cup
471,1852,372,tbsp
471,1475,6,ml
472,431,241,cup
472,352,325,tsp
472,1609,184,ml
473,355,128,cup
473,1848,192,tbsp
473,604,410,tbsp
473,290,124,ml
473,1608,181,tsp
474,1638,66,cup
474,1110,135,cup
474,893,195,tsp
474,418,126,tsp
474,337,111,cup
475,158,304,ml
475,875,477,g
475,1359,136,g
475,1173,325,cup
476,552,60,g
476,728,51,tbsp
476,360,392,ml
476,454,406,tbsp
477,265,372,g
477,847,36,tbsp
477,1122,212,tbsp
477,881,292,g
477,1647,262,tsp
478,1705,410,tsp
478,1498,422,tsp
478,633,411,tsp
478,1626,111,cup
479,1102,202,g
479,1468,402,ml
479,1064,362,tsp
479,1848,340,g
480,1103,388,cup
480,219,163,g
480,1723,224,ml
480,825,163,ml
481,746,352,tbsp
481,325,400,tsp
481,584,313,tbsp
481,734,412,cup
481,987,446,tbsp
482,790,405,ml
482,1046,175,ml
482,149,211,tbsp
482,1670,75,tsp
483,824,215,tsp
483,896,121,ml
483,1162,268,tsp
483,816,200,tbsp
484,551,487,cup
484,1162,71,cup
484,134,215,cup
484,77,115,tsp
485,157,204,ml
485,1630,237,tbsp
485,2,72,tsp
485,1030,354,cup
485,353,373,tbsp
486,796,158,cup
486,1027,473,ml
486,298,436,cup
486,1203,498,tsp
486,633,367,tsp
487,1192,140,g
487,1234,211,cup
487,457,424,g
487,16,235,g
488,127,407,tbsp
488,1634,11,g
488,1643,217,cup
488,1135,401,tsp
488,1469,340,ml
489,1601,452,g
489,947,345,g
489,185,104,tbsp
489,1262,21,tsp
489,1246,226,cup
490,1173,106,tsp
490,1429,84,ml
490,369,457,tbsp
491,834,9,g
491,1409,143,g
491,78,189,tbsp
491,1038,407,cup
492,596,17,ml
492,992,432,cup
492,532,98,ml
493,269,257,tsp
493,1412,180,ml
493,117,300,tbsp
493,563,161,g
494,1240,391,tbsp
494,1743,440,g
494,1850,382,ml
495,1709,455,g
495,854,276,tbsp
495,444,121,ml
495,1811,287,tbsp
495,1729,148,cup
496,1596,214,tsp
496,80,105,g
496,614,360,cup
496,1377,125,tbsp
497,1412,84,g
497,764,399,tbsp
497,1695,11,g
497,1796,264,ml
497,1757,291,tbsp
498,1665,250,g
498,670,324,tbsp
498,1493,488,ml
498,1586,317,tbsp
499,825,102,ml
499,962,268,tsp
499,579,242,ml
500,1209,291,tbsp
500,765,46,tsp
500,457,489,g
500,752,175,cup
500,1812,233,cup
501,1445,266,tsp
501,1629,22,cup
501,683,154,tsp
502,1378,394,tbsp
502,1515,440,ml
502,593,480,tsp
502,979,383,cup
502,1467,98,g
503,194,489,ml
503,405,401,tbsp
503,509,167,tbsp
504,1825,117,tbsp
504,77,451,cup
504,1679,298,cup
505,80,381,tbsp
505,1088,341,tbsp
505,547,439,tbsp
505,1437,469,ml
506,1529,255,cup
506,1298,63,ml
506,1221,142,g
506,283,288,ml
507,145,365,ml
507,1457,52,ml
507,1566,410,ml
507,282,9,tsp
507,1258,272,tbsp
508,1424,145,g
508,91,230,g
508,457,186,tbsp
508,124,82,ml
508,377,253,g
509,1786,423,cup
509,1358,332,ml
509,1103,161,cup
510,774,315,ml
510,1043,398,cup
510,1737,4,g
510,82,420,ml
510,341,93,tsp
511,1654,65,cup
511,904,38,ml
511,351,246,ml
511,615,462,ml
511,1574,397,tbsp
512,118,321,g
512,1489,473,tbsp
512,1177,200,tbsp
513,1142,436,cup
513,732,352,g
513,186,191,tbsp
514,1100,267,cup
514,652,474,tsp
514,535,172,tsp
515,984,443,g
515,799,142,tbsp
515,1272,476,cup
515,1680,110,tsp
516,438,35,g
516,1384,497,ml
516,1157,353,cup
516,895,462,tbsp
517,1384,455,g
517,692,279,tbsp
517,1028,460,cup
518,1568,474,ml
518,1853,202,tsp
518,142,84,tbsp
519,1825,122,tbsp
519,301,406,ml
519,413,379,tsp
519,857,67,ml
519,829,203,tsp
520,953,260,tbsp
520,1569,133,g
520,443,175,ml
520,414,33,ml
520,929,59,tbsp
521,1431,467,tsp
521,1678,394,tsp
521,692,464,tsp
522,791,68,cup
522,932,213,g
522,18,57,tsp
523,263,118,tsp
523,1116,434,ml
523,810,345,ml
523,1758,226,cup
524,1381,356,tsp
524,649,26,cup
524,1658,393,g
524,827,346,ml
525,1396,186,tsp
525,105,129,tsp
525,1155,390,tbsp
525,268,213,ml
525,1537,174,g
526,506,188,cup
526,798,489,cup
526,575,256,g
526,840,494,g
527,953,289,cup
527,1112,211,tsp
527,720,183,cup
528,354,198,g
528,1861,487,tbsp
528,1854,198,cup
528,1384,103,tbsp
529,1723,493,tsp
529,1482,420,cup
529,1131,75,cup
530,796,450,ml
530,100,29,cup
530,954,129,tbsp
530,732,325,ml
530,810,442,tsp
531,2,38,cup
531,40,26,tbsp
531,1822,132,g
531,843,293,ml
531,935,395,tsp
532,496,293,ml
532,1372,428,ml
532,1015,272,ml
532,707,187,ml
533,1388,5,cup
533,1301,194,g
533,378,453,ml
533,1059,338,g
534,1203,69,cup
534,1549,102,tbsp
534,1334,256,tbsp
535,594,411,tbsp
535,1345,391,ml
535,1049,451,cup
535,514,469,cup
535,1346,151,tsp
536,225,353,ml
536,847,470,tsp
536,371,264,tbsp
536,1612,460,tbsp
536,796,270,tbsp
537,1596,165,tsp
537,799,395,g
537,661,480,ml
537,470,494,tbsp
537,15,363,cup
538,1426,133,ml
538,609,303,tbsp
538,1527,286,tsp
538,905,390,tsp
539,629,305,cup
539,376,189,ml
539,724,276,tbsp
539,1458,12,tbsp
539,1845,288,cup
540,553,236,g
540,1536,82,g
540,1006,73,tbsp
541,166,436,cup
541,1673,333,tsp
541,149,52,ml
542,1722,485,tsp
542,640,288,tbsp
542,477,413,tsp
542,1089,37,tbsp
542,473,490,tbsp
543,22,356,ml
543,1259,403,cup
543,456,393,ml
543,969,118,ml
543,884,32,tbsp
544,956,147,cup
544,232,245,g
544,371,439,ml
544,580,399,g
545,219,252,ml
545,873,249,tsp
545,1010,464,tsp
545,157,168,tbsp
545,1144,293,tbsp
546,1030,412,cup
546,87,336,tsp
546,1172,267,tbsp
546,633,281,ml
547,779,485,g
547,1361,210,cup
547,1138,392,tsp
547,1057,206,tbsp
548,1038,426,g
548,59,336,ml
548,33,318,tbsp
548,904,406,tsp
548,1352,227,cup
549,21,439,g
549,1054,263,tbsp
549,1628,87,g
549,595,317,ml
549,13,415,tsp
550,312,129,tsp
550,730,155,ml
550,1847,205,tsp
551,676,449,cup
551,322,281,cup
551,1550,185,g
551,15,402,cup
552,441,204,cup
552,186,65,ml
552,1759,202,ml
552,1378,42,cup
553,1201,243,g
553,139,325,tsp
553,896,84,cup
554,236,349,g
554,1602,27,tsp
554,944,357,tbsp
555,395,35,ml
555,997,134,tsp
555,722,464,ml
555,701,476,tsp
555,962,35,tsp
556,516,77,tsp
556,1552,210,g
556,1501,149,ml
557,1097,376,tbsp
557,1458,106,cup
557,1826,3,g
557,1384,83,tbsp
557,1860,140,tbsp
558,1853,116,tsp
558,682,474,g
558,1789,33,cup
558,1778,92,ml
559,334,450,tsp
559,499,473,tsp
559,1417,324,cup
560,648,342,ml
560,536,21,tsp
560,1743,167,tbsp
560,1238,280,g
561,1570,241,tbsp
561,1035,257,tbsp
561,1500,110,ml
561,243,391,ml
562,1283,452,g
562,388,250,tbsp
562,1318,407,g
562,492,454,tbsp
562,919,474,tsp
563,1256,315,tsp
563,1478,187,ml
563,1132,203,tsp
564,233,483,tbsp
564,373,9,cup
564,1509,493,ml
564,1368,277,cup
565,1265,177,tsp
565,1506,202,cup
565,1270,393,g
565,90,263,tsp
565,277,316,g
566,296,398,tsp
566,65,113,tsp
566,1076,420,cup
566,771,419,ml
567,24,398,ml
567,1198,237,tsp
567,473,212,ml
567,398,100,cup
568,1129,496,tsp
568,829,240,tsp
568,1552,138,tsp
568,775,308,g
568,331,370,tsp
569,225,88,tsp
569,711,158,g
569,869,224,tbsp
569,1615,327,tbsp
569,1068,425,cup
570,310,433,cup
570,157,138,g
570,689,61,cup
570,1237,363,ml
571,140,89,ml
571,580,420,tsp
571,406,63,tbsp
572,85,101,tbsp
572,1735,441,tbsp
572,515,36,tbsp
572,120,87,tsp
573,330,226,g
573,299,89,tsp
573,1606,80,tsp
574,313,328,tsp
574,530,173,g
574,1193,25,tbsp
574,1702,41,cup
575,1231,414,tsp
575,1195,273,tbsp
575,1765,101,tsp
575,1462,228,cup
575,990,198,tbsp
576,1318,354,g
576,224,121,cup
576,635,50,cup
576,1815,484,g
577,676,412,tsp
577,990,382,tbsp
577,315,113,ml
577,995,154,ml
577,1095,58,ml
578,1004,368,g
578,1757,201,tbsp
578,649,152,tsp
578,11,43,tbsp
579,1781,433,tbsp
579,1628,216,g
579,988,367,g
579,1575,330,g
579,153,414,tsp
580,1488,17,ml
580,1778,460,ml
580,77,493,cup
580,109,98,tsp
580,435,236,ml
581,284,402,tbsp
581,1692,74,cup
581,1306,338,ml
581,670,313,g
581,1058,6,g
582,1487,133,g
582,1066,84,tbsp
582,1800,154,tbsp
582,1464,102,g
583,1643,129,cup
583,1775,387,ml
583,618,59,g
583,1338,466,tsp
583,1404,246,ml
584,263,448,ml
584,566,306,tsp
584,828,482,ml
585,148,272,ml
585,1230,51,g
585,1126,89,cup
585,1104,331,ml
585,1509,453,ml
586,1806,344,tsp
586,1450,476,cup
586,1677,499,cup
587,706,333,g
587,1683,451,g
587,1,20,ml
587,292,447,g
587,1749,269,cup
588,451,234,ml
588,381,414,ml
588,257,150,ml
588,647,54,cup
589,1253,56,tsp
589,292,226,ml
589,317,20,tbsp
589,1694,36,ml
589,384,373,ml
590,274,300,cup
590,1557,306,tsp
590,600,269,cup
590,1628,316,tbsp
590,970,321,ml
591,787,257,tbsp
591,727,291,tsp
591,347,68,g
592,1220,355,tbsp
592,173,226,g
592,403,82,tbsp
592,1489,366,cup
592,175,490,ml
593,1165,19,cup
593,1577,418,tbsp
593,505,24,g
593,1186,341,ml
593,1796,273,ml
594,1426,107,tbsp
594,943,25,ml
594,276,459,g
594,1405,197,g
594,912,493,ml
595,952,35,tbsp
595,1755,265,tbsp
595,381,369,g
596,52,95,g
596,1630,52,g
596,858,232,ml
596,327,344,tsp
596,1606,140,tsp
597,1618,413,g
597,372,28,ml
597,1591,405,tsp
597,410,159,ml
597,954,12,ml
598,1819,250,cup
598,811,279,g
598,1564,371,g
599,747,281,ml
599,766,376,tbsp
599,1716,142,ml
599,1063,424,ml
600,1147,343,ml
600,1498,472,cup
600,1108,102,tsp
600,612,351,g
601,1145,121,tbsp
601,193,193,tbsp
601,1741,387,cup
601,1114,345,cup
601,1777,54,cup
602,1272,157,ml
602,161,397,tbsp
602,1650,490,g
603,325,303,tsp
603,782,197,ml
603,1097,213,g
603,1543,187,ml
603,590,207,g
604,1479,143,ml
604,1532,134,ml
604,1088,124,ml
604,619,116,tbsp
604,354,291,ml
605,973,95,tsp
605,230,67,g
605,258,182,tbsp
605,129,481,g
605,89,105,cup
606,940,429,tsp
606,478,432,g
606,200,307,ml
607,1664,41,g
607,1777,353,g
607,1447,20,tsp
607,81,118,tsp
607,109,258,ml
608,1396,129,ml
608,1591,105,cup
608,776,4,cup
608,1162,125,ml
608,1804,313,tsp
609,341,252,cup
609,204,398,tbsp
609,1606,251,g
609,1120,215,tsp
610,913,428,tbsp
610,1528,84,g
610,1807,361,tsp
610,1616,145,cup
611,806,465,cup
611,1332,272,ml
611,778,311,cup
611,751,178,tbsp
612,1627,118,cup
612,1486,447,tsp
612,694,104,g
613,1467,278,tbsp
613,1647,223,cup
613,741,368,ml
613,862,183,tbsp
613,1494,21,g
614,1114,422,g
614,179,149,ml
614,1303,443,cup
614,169,65,tsp
615,1272,447,tbsp
615,1519,180,tsp
615,1572,276,ml
615,660,129,tsp
616,1462,293,ml
616,1377,135,ml
616,986,407,ml
617,316,170,ml
617,200,243,tsp
617,1708,140,cup
617,377,172,cup
618,1743,78,tbsp
618,75,268,tsp
618,841,105,tsp
618,992,122,ml
618,1088,159,tsp
619,454,434,tbsp
619,1410,167,ml
619,371,381,tsp
619,1353,366,tsp
619,1676,40,tsp
620,1527,90,tbsp
620,75,267,tsp
620,445,274,ml
620,1360,325,g
621,1703,490,ml
621,1742,393,ml
621,472,327,g
622,1057,334,tsp
622,1789,489,ml
622,1227,420,ml
622,1712,36,tsp
622,125,207,ml
623,1702,100,ml
623,961,281,cup
623,1520,30,tsp
623,1403,424,tsp
623,1392,278,g
624,961,298,tsp
624,43,360,tsp
624,154,57,tbsp
624,141,321,cup
624,467,225,g
625,1062,8,cup
625,754,355,tsp
625,499,221,cup
625,166,219,ml
626,185,77,cup
626,1831,217,tsp
626,1690,271,tsp
626,59,309,g
626,998,344,ml
627,1171,316,g
627,751,462,tsp
627,1831,415,tbsp
627,1395,57,tbsp
628,1634,185,ml
628,1205,198,tbsp
628,1153,334,cup
629,246,23,tsp
629,1181,392,tsp
629,1436,108,tbsp
630,54,418,ml
630,1213,10,tbsp
630,1324,393,cup
630,1177,402,g
631,347,242,tbsp
631,1446,14,tsp
631,1232,376,tsp
631,384,451,tbsp
632,78,283,tsp
632,190,110,g
632,178,412,g
632,1593,98,tbsp
633,1628,390,tbsp
633,1811,358,ml
633,405,355,tsp
633,1269,235,cup
633,610,72,tbsp
634,1183,169,cup
634,148,479,ml
634,780,165,ml
634,1235,203,g
635,748,118,cup
635,1157,499,ml
635,52,12,g
635,1062,71,ml
636,913,28,tbsp
636,1382,218,g
636,1764,475,g
636,1535,147,cup
636,1126,450,g
637,482,100,g
637,597,440,ml
637,48,27,tsp
637,1308,101,tbsp
637,168,316,g
638,727,141,g
638,1805,167,tbsp
638,159,288,g
638,91,477,ml
638,37,233,tsp
639,33,331,ml
639,559,183,g
639,1511,72,ml
639,769,182,g
639,568,393,tbsp
640,1597,96,tbsp
640,1045,311,ml
640,703,411,g
640,347,154,tbsp
641,72,157,cup
641,854,36,tbsp
641,263,46,cup
642,1644,90,ml
642,255,388,tbsp
642,770,480,g
643,211,163,tsp
643,1276,450,cup
643,757,29,ml
643,585,496,ml
643,248,234,ml
644,432,450,g
644,1676,165,tsp
644,1551,344,cup
644,1183,340,cup
644,260,492,g
645,564,434,g
645,425,28,ml
645,1122,426,g
645,993,313,cup
646,1648,68,tsp
646,1751,442,ml
646,588,470,cup
647,1079,323,tsp
647,1397,398,ml
647,685,82,g
647,1011,178,cup
647,1279,52,tsp
648,1653,37,g
648,1080,195,g
648,311,287,g
648,568,187,cup
648,327,110,tsp
649,1228,196,cup
649,922,160,tbsp
649,499,117,cup
649,1786,407,cup
649,890,307,cup
650,1082,6,g
650,778,89,tbsp
650,1523,191,g
650,1854,316,tbsp
650,180,127,tbsp
651,830,48,g
651,1549,157,g
651,711,261,cup
651,1179,258,ml
651,211,108,g
652,719,122,tbsp
652,1230,306,tbsp
652,195,469,tsp
653,579,4,cup
653,687,443,ml
653,213,495,ml
653,638,486,tsp
653,791,64,tbsp
654,324,254,g
654,902,401,g
654,80,341,cup
654,965,261,tsp
654,87,196,cup
655,211,36,g
655,1000,459,cup
655,405,449,tbsp
655,143,274,ml
656,1469,172,ml
656,700,492,g
656,1580,282,g
657,1495,183,ml
657,760,166,g
657,254,296,tbsp
658,649,145,tbsp
658,1056,382,ml
658,1102,123,tbsp
658,1818,57,tbsp
658,999,316,tbsp
659,845,337,ml
659,54,391,g
659,1706,456,ml
659,716,232,cup
659,1230,188,g
660,1583,176,g
660,1630,65,cup
660,1399,147,g
660,465,362,ml
660,861,451,ml
661,1030,194,tsp
661,846,262,tbsp
661,1388,290,ml
662,785,355,cup
662,773,195,tsp
662,1518,494,tsp
662,454,430,g
662,566,2,tbsp
663,903,19,ml
663,581,486,tsp
663,786,495,tbsp
663,497,100,cup
663,37,132,tsp
664,112,359,g
664,1187,210,cup
664,45,1,g
664,389,49,tsp
665,1002,196,cup
665,140,454,ml
665,1523,356,tbsp
666,639,417,tbsp
666,952,209,tbsp
666,506,398,g
666,817,429,tsp
666,756,55,cup
667,1046,185,cup
667,600,34,cup
667,143,212,tbsp
668,589,468,g
668,772,30,tbsp
668,1143,426,tbsp
668,449,58,tbsp
669,28,199,g
669,887,232,cup
669,1687,418,tsp
670,1211,331,tsp
670,1393,129,tsp
670,380,3,g
670,1363,220,g
671,428,263,ml
671,598,436,tsp
671,1723,396,cup
671,147,397,cup
671,967,99,tbsp
672,1024,481,g
672,1823,232,g
672,96,427,g
672,805,25,cup
672,420,307,tbsp
673,425,8,g
673,790,292,tsp
673,737,463,ml
673,1337,286,tsp
674,915,198,tsp
674,926,205,tbsp
674,1068,35,tbsp
674,1515,241,ml
675,214,363,tbsp
675,425,113,tbsp
675,1572,209,g
675,1218,106,ml
675,193,498,tbsp
676,1098,55,tsp
676,1106,178,g
676,1034,115,g
676,1019,146,g
677,1812,29,ml
677,713,445,tsp
677,371,246,tsp
677,1283,481,ml
677,1268,150,g
678,1725,362,ml
678,846,186,cup
678,1357,291,g
678,298,403,cup
679,1086,163,tsp
679,678,359,ml
679,389,479,cup
680,1664,409,cup
680,1395,157,tsp
680,372,82,tsp
680,610,340,ml
680,1375,131,tbsp
681,1132,309,tsp
681,1471,417,tbsp
681,1760,417,g
681,342,310,g
682,268,18,g
682,1195,40,cup
682,1525,376,tsp
682,740,297,cup
683,226,27,tsp
683,1507,247,tsp
683,1833,217,tsp
683,991,345,tsp
684,574,407,tsp
684,703,112,cup
684,526,204,tsp
684,1190,32,tbsp
685,55,344,tsp
685,831,70,tsp
685,1088,477,tbsp
686,1315,467,cup
686,1855,482,tsp
686,752,153,cup
686,989,215,ml
687,393,461,ml
687,1579,256,g
687,475,183,ml
687,740,395,g
687,1370,324,tbsp
688,1212,188,tsp
688,1837,206,tbsp
688,1488,478,g
688,241,131,cup
688,989,352,cup
689,789,65,ml
689,1581,285,ml
689,672,75,ml
690,1781,76,ml
690,1341,212,tbsp
690,340,84,cup
690,1372,449,g
690,738,422,cup
691,68,122,g
691,1601,315,ml
691,1351,457,tbsp
691,224,231,tbsp
692,936,182,tsp
692,1244,339,tsp
692,112,177,tsp
692,156,361,ml
693,657,376,cup
693,1207,486,tsp
693,759,493,g
693,418,6,tbsp
693,1597,427,cup
694,848,19,tbsp
694,1411,316,tsp
694,1538,420,tbsp
694,1786,87,g
695,840,45,ml
695,90,76,cup
695,385,331,tbsp
696,1181,110,tbsp
696,224,421,ml
696,245,158,tbsp
696,1815,208,g
697,138,312,ml
697,1350,63,tsp
697,1293,215,g
697,892,337,g
698,799,26,cup
698,833,407,tsp
698,1451,123,ml
699,1301,154,g
699,432,371,cup
699,950,144,tbsp
699,919,448,cup
700,470,287,ml
700,825,466,g
700,1334,460,g
700,1459,285,tsp
701,872,110,g
701,408,220,ml
701,272,56,g
701,475,60,g
701,1678,498,cup
702,838,364,tsp
702,244,379,tbsp
702,1739,424,tsp
702,658,162,tbsp
702,419,57,ml
703,1696,405,tbsp
